"","dis","x","ymax","y","mean","var","sigma","min","max","shademax","invgauss"
"1",0.231433085686867,0,100,0.670564036086546,0,0,0,1.00773982019982,0,0,100
"2",0.679258349774622,0.1,100,1.34982238586117,0.119999999999997,0.121,0.347850542618522,0.432038734962774,0.815701085237038,0.815701085237038,100
"3",0.567824558664057,0.2,100,1.91764694452522,0.240000000000002,0.242,0.491934955049954,0.263869910099913,1.22386991009991,1.22386991009991,100
"4",0.5835095596741,0.3,100,2.50115650419932,0.359999999999999,0.363,0.602494813255683,0.162750193688453,1.56498962651136,1.56498962651136,100
"5",-0.175550061429799,0.4,100,2.32560644276953,0.479999999999997,0.484,0.695701085237044,0.0963376497257258,1.87140217047408,1.87140217047408,100
"6",-0.135798540623276,0.5,100,2.18980790214625,0.600000000000001,0.605,0.777817459305202,0.0521049015894164,2.1556349186104,2.1556349186104,100
"7",0.439220945537632,0.6,100,2.62902884768388,0.719999999999999,0.726,0.852056336165632,0.0236271478685524,2.42411267233126,2.42411267233126,100
"8",0.417860557316686,0.7,100,3.04688940500057,0.840000000000003,0.847,0.920326029187483,0.00708776182485593,2.68065205837497,2.68065205837497,100
"9",0.200316929090493,0.8,100,3.24720633409106,0.960000000000001,0.968,0.983869910099908,0,2.92773982019982,2.92773982019982,100
"10",0.543303766043223,0.9,100,3.79051010013428,1.08,1.089,1.04355162785557,0.000636564488686986,3.16710325571113,3.16710325571113,100
"11",-0.0107672776421638,1,100,3.77974282249212,1.2,1.21,1.1,0.00773982019981645,3.40000000000001,3.40000000000001,100
"12",-0.15686293170676,1.1,100,3.62287989078536,1.32,1.331,1.15368973298717,0.0203603542254811,3.62737946597434,3.62737946597434,100
"13",-0.214148276083027,1.2,100,3.40873161470233,1.44,1.452,1.20498962651137,0.0377605671770809,3.84997925302273,3.84997925302273,100
"14",0.0193107953312658,1.3,100,3.4280424100336,1.56,1.573,1.25419296760905,0.0593538849817179,4.0683859352181,4.0683859352181,100
"15",0.091892681686321,1.4,100,3.51993509171992,1.68,1.694,1.30153755228192,0.0846647156359879,4.28307510456383,4.28307510456383,100
"16",0.355176512172018,1.5,100,3.87511160389194,1.8,1.815,1.34721935853075,0.113301103138319,4.49443871706149,4.49443871706149,100
"17",-0.201672472894228,1.6,100,3.67343913099771,1.92,1.936,1.39140217047409,0.144935479251643,4.70280434094818,4.70280434094818,100
"18",-0.413415397543237,1.7,100,3.26002373345447,2.04,2.057,1.43422452914458,0.17929076191065,4.90844905828916,4.90844905828916,100
"19",-0.440468624744135,1.8,100,2.81955510871034,2.16,2.178,1.47580486514986,0.216130089900091,5.11160973029972,5.11160973029972,100
"20",-0.475880932547172,1.9,100,2.34367417616317,2.28,2.299,1.51624536272992,0.255249094739966,5.31249072545985,5.31249072545985,100
"21",-0.444179744832771,2,100,1.8994944313304,2.4,2.42,1.5556349186104,0.296469982979005,5.51126983722081,5.51126983722081,100
"22",-0.179691566023585,2.1,100,1.71980286530681,2.52,2.541,1.59405144208084,0.33963693603814,5.70810288416168,5.70810288416168,100
"23",-0.700191937050404,2.2,100,1.01961092825641,2.64,2.662,1.63156366716105,0.384612485877724,5.90312733432209,5.90312733432209,100
"24",-0.109456783428455,2.3,100,0.910154144827949,2.76,2.783,1.66823259769134,0.431274624817135,6.09646519538268,6.09646519538268,100
