"","dis","x","ymax","y","mean","var","sigma","min","max","shademax"
"1",0.230762146846331,0,100,40.2307621468463,40,0,0,40,40,40
"2",-0.0126577914157729,0.2,100,40.2181043554306,40.28,0.242,0.491934955049954,39.2961300899001,41.2638699100999,41.2638699100999
"3",0.121443274449998,0.4,100,40.3395476298806,40.56,0.484,0.695701085237044,39.1685978295259,41.9514021704741,41.9514021704741
"4",-0.0787743037982775,0.6,100,40.2607733260823,40.84,0.726,0.852056336165632,39.1358873276687,42.5441126723313,42.5441126723313
"5",0.335161553270343,0.8,100,40.5959348793526,41.12,0.968,0.983869910099908,39.1522601798002,43.0877398201998,43.0877398201998
"6",-0.0132006586356254,1,100,40.582734220717,41.4,1.21,1.1,39.2,43.6,43.6
"7",0.382013248905618,1.2,100,40.9647474696226,41.68,1.452,1.20498962651137,39.2700207469773,44.0899792530227,44.0899792530227
"8",-0.26880187075474,1.4,100,40.6959455988679,41.96,1.694,1.30153755228192,39.3569248954362,44.5630751045638,44.5630751045638
"9",0.0354105238223322,1.6,100,40.7313561226902,42.24,1.936,1.39140217047409,39.4571956590518,45.0228043409482,45.0228043409482
"10",0.281760926020651,1.8,100,41.0131170487109,42.52,2.178,1.47580486514986,39.5683902697003,45.4716097302997,45.4716097302997
"11",0.0496317956866477,2,100,41.0627488443975,42.8,2.42,1.5556349186104,39.6887301627792,45.9112698372208,45.9112698372208
"12",0.1690973170454,2.2,100,41.2318461614429,43.08,2.662,1.63156366716105,39.8168726656779,46.3431273343221,46.3431273343221
"13",0.124744208835135,2.4,100,41.356590370278,43.36,2.904,1.70411267233126,39.9517746553375,46.7682253446625,46.7682253446625
"14",-0.640647185527471,2.6,100,40.7159431847506,43.64,3.146,1.77369670462568,40.0926065907486,47.1873934092514,47.1873934092514
"15",0.582830916781562,2.8,100,41.2987741015321,43.92,3.388,1.84065205837497,40.2386958832501,47.6013041167499,47.6013041167499
"16",0.592223498313458,3,100,41.8909975998456,44.2,3.63,1.90525588832577,40.3894882233485,48.0105117766515,48.0105117766515
"17",0.661169038936942,3.2,100,42.5521666387825,44.48,3.872,1.96773982019982,40.5445203596004,48.4154796403996,48.4154796403996
"18",0.0777002572525827,3.4,100,42.6298668960351,44.76,4.114,2.02829978060444,40.7034004387911,48.8165995612089,48.8165995612089
"19",0.0727459373512479,3.6,100,42.7026128333864,45.04,4.356,2.08710325571113,40.8657934885777,49.2142065114223,49.2142065114223
"20",-0.359813312440218,3.8,100,42.3427995209461,45.32,4.598,2.14429475585797,41.0314104882841,49.6085895117159,49.6085895117159
"21",0.0149706254853554,4,100,42.3577701464315,45.6,4.84,2.2,41.2,50,50
"22",-0.404240573733489,4.2,100,41.953529572698,45.88,5.082,2.25432916851111,41.3713416629778,50.3886583370222,50.3886583370222
"23",-0.255469619184501,4.4,100,41.6980599535135,46.16,5.324,2.30737946597433,41.5452410680513,50.7747589319487,50.7747589319487
"24",-0.106957243805659,4.6,100,41.5911027097078,46.44,5.566,2.35923716484799,41.721525670304,51.158474329696,51.158474329696
"25",-0.0200157693755119,4.8,100,41.5710869403323,46.72,5.808,2.40997925302273,41.9000414939545,51.5399585060455,51.5399585060455
"26",0.458603822526981,5,100,42.0296907628593,47,6.05,2.45967477524977,42.0806504495005,51.9193495504995,51.9193495504995
"27",-0.168222940475581,5.2,100,41.8614678223837,47.28,6.292,2.5083859352181,42.2632281295638,52.2967718704362,52.2967718704362
"28",-0.326687074448733,5.4,100,41.534780747935,47.56,6.534,2.5561690084969,42.4476619830062,52.6723380169938,52.6723380169938
"29",-0.341645519652726,5.6,100,41.1931352282823,47.84,6.776,2.60307510456383,42.6338497908723,53.0461502091277,53.0461502091277
"30",0.0531250861207315,5.8,100,41.246260314403,48.12,7.018,2.64915080733431,42.8216983853314,53.4183016146686,53.4183016146686
"31",0.112995901622278,6,100,41.3592562160253,48.4,7.26,2.6944387170615,43.011122565877,53.788877434123,53.788877434123
"32",0.285756121180865,6.2,100,41.6450123372062,48.68,7.502,2.73897791155752,43.202044176885,54.157955823115,54.157955823115
"33",-0.00714455240886427,6.4,100,41.6378677847973,48.96,7.744,2.78280434094817,43.3943913181037,54.5256086818964,54.5256086818964
"34",0.239434819484474,6.6,100,41.8773026042818,49.24,7.986,2.82595116730633,43.5880976653873,54.8919023346127,54.8919023346127
"35",-0.895553079939049,6.8,100,40.9817495243427,49.52,8.228,2.86844905828917,43.7831018834217,55.2568981165783,55.2568981165783
"36",-0.611241613469253,7,100,40.3705079108735,49.8,8.47,2.91032644217105,43.9793471156579,55.6206528843421,55.6206528843421
"37",0.245834876353804,7.2,100,40.6163427872273,50.08,8.712,2.95160973029972,44.1767805394006,55.9832194605994,55.9832194605994
"38",0.388830949606526,7.4,100,41.0051737368338,50.36,8.954,2.9923235119218,44.3753529761564,56.3446470238436,56.3446470238436
"39",0.337862735475309,7.6,100,41.3430364723091,50.64,9.196,3.03249072545985,44.5750185490803,56.7049814509197,56.7049814509197
"40",-0.399467992171223,7.8,100,40.9435684801379,50.92,9.438,3.07213280962917,44.7757343807417,57.0642656192583,57.0642656192583
"41",0.0952562539990481,8,100,41.0388247341369,51.2,9.68,3.11126983722081,44.9774603255584,57.4225396744416,57.4225396744416
"42",-0.326651918230177,8.2,100,40.7121728159067,51.48,9.922,3.1499206339208,45.1801587321584,57.7798412678416,57.7798412678416
"43",0.117029758632521,8.4,100,40.8292025745393,51.76,10.164,3.18810288416168,45.3837942316766,58.1362057683234,58.1362057683234
"44",0.385792713819473,8.6,100,41.2149952883587,52.04,10.406,3.22583322569534,45.5883335486093,58.4916664513907,58.4916664513907
"45",0.584371594394408,8.8,100,41.7993668827531,52.32,10.648,3.26312733432209,45.7937453313558,58.8462546686442,58.8462546686442
"46",-0.235809447484178,9,100,41.563557435269,52.6,10.89,3.3,46,59.2,59.2
"47",0.0110202316768874,9.2,100,41.5745776669459,52.88,11.132,3.33646519538268,46.2070696092346,59.5529303907654,59.5529303907654
"48",0.11438189974928,9.4,100,41.6889595666951,53.16,11.374,3.3725361376863,46.4149277246274,59.9050722753726,59.9050722753726
"49",-0.144166108472356,9.6,100,41.5447934582228,53.44,11.616,3.40822534466253,46.6235493106749,60.256450689325,60.256450689325
"50",-0.00462780555086839,9.8,100,41.5401656526719,53.72,11.858,3.44354468534968,46.8329106293006,60.6070893706993,60.6070893706993
"51",-0.117308569778943,10,100,41.422857082893,54,12.1,3.47850542618522,47.0429891476296,60.9570108523704,60.9570108523704
"52",-0.209145967268934,10.2,100,41.213711115624,54.28,12.342,3.51311827298769,47.2537634540246,61.3062365459754,61.3062365459754
"53",0.28573763132841,10.4,100,41.4994487469524,54.56,12.584,3.54739340925136,47.4652131814973,61.6547868185027,61.6547868185027
"54",-0.329658984024324,10.6,100,41.1697897629281,54.84,12.826,3.58134053114194,47.6773189377161,62.0026810622839,62.0026810622839
"55",0.373583429123017,10.8,100,41.5433731920511,55.12,13.068,3.6149688795341,47.8900622409318,62.3499377590682,62.3499377590682
"56",0.0565581510333261,11,100,41.5999313430845,55.4,13.31,3.64828726939094,48.1034254612181,62.6965745387819,62.6965745387819
"57",0.158803742887935,11.2,100,41.7587350859724,55.68,13.552,3.68130411674993,48.3173917665001,63.0426082334999,63.0426082334999
"58",-0.4352189555549,11.4,100,41.3235161304175,55.96,13.794,3.71402746354951,48.531945072901,63.388054927099,63.388054927099
"59",-0.0757964129254032,11.6,100,41.2477197174921,56.24,14.036,3.74646500050381,48.7470699989924,63.7329300010076,63.7329300010076
"60",0.0715640269965248,11.8,100,41.3192837444886,56.52,14.278,3.77862408820989,48.9627518235802,64.0772481764198,64.0772481764198
"61",-0.210478334030843,12,100,41.1088054104578,56.8,14.52,3.81051177665153,49.1789764466969,64.4210235533031,64.4210235533031
"62",0.544683742555527,12.2,100,41.6534891530133,57.08,14.762,3.84213482324606,49.3957303535079,64.7642696464921,64.7642696464921
"63",0.499217276649152,12.4,100,42.1527064296625,57.36,15.004,3.87349970956498,49.61300058087,65.10699941913,65.10699941913
"64",0.17495805343606,12.6,100,42.3276644830985,57.64,15.246,3.90461265684575,49.8307746863085,65.4492253136915,65.4492253136915
"65",0.254059666875304,12.8,100,42.5817241499738,57.92,15.488,3.93547964039963,50.0490407192007,65.7909592807993,65.7909592807993
"66",0.0752069320498911,13,100,42.6569310820237,58.2,15.73,3.96610640301039,50.2677871939792,66.1322128060208,66.1322128060208
"67",-0.040722377404615,13.2,100,42.6162087046191,58.48,15.972,3.99649846740869,50.4870030651826,66.4729969348174,66.4729969348174
"68",0.351706800732215,13.4,100,42.9679155053513,58.76,16.214,4.02666114789909,50.7066777042018,66.8133222957982,66.8133222957982
"69",-0.23776827934184,13.6,100,42.7301472260095,59.04,16.456,4.05659956120887,50.9268008775823,67.1531991224177,67.1531991224177
"70",0.0334174852392576,13.8,100,42.7635647112487,59.32,16.698,4.08631863662148,51.147362726757,67.4926372732429,67.4926372732429
"71",0.615433901725393,14,100,43.3789986129741,59.6,16.94,4.11582312545134,51.3683537490973,67.8316462509027,67.8316462509027
"72",0.11163892140384,14.2,100,43.490637534378,59.88,17.182,4.14511760991169,51.5897647801766,68.1702352198234,68.1702352198234
